id,code,role,first_name,last_name,full_name,gender,birth_date,age,phone,telegram,school,grade,district,group_id,group_name,course_code,mentor_id,tutor_id,curator_id,parent_full_name,parent_relation,parent_phone,parent_telegram,parent_preferred_contact,enrolled_at,monthly_fee,status,attendance_total_lessons,attendance_present,attendance_late,attendance_absent,attendance_absent_excused,attendance_absent_unexcused,attendance_attendance_rate,attendance_punctuality_rate,attendance_missed_covered_by_makeup,attendance_missed_not_covered,attendance_is_behind,homework_assigned,homework_submitted,homework_on_time,homework_late,homework_not_submitted,homework_submission_rate,homework_on_time_rate,homework_avg_score,homework_best_score,coins_balance,coins_total_earned,coins_total_spent,coins_rank_overall,coins_rank_in_group,tutor_sessions_count,makeup_count,performance_score,performance_label,risk_level
246,STU-10246,student,Robiya,Xasanova,Robiya Xasanova,female,2010-07-07,16,+998945288625,@robiya_3902,201-son maktab,10,Mirzo Ulug'bek,22,MB-FLU-022,MB-FLU,1,114,208,Nilufar Xasanovaa,Ona,+998906707703,@nilufar834,phone,2026-02-02,950000,active,75,56,10,9,4,5,88.0,74.7,5,4,True,64,51,29,22,13,79.7,45.3,63.7,89,449,1424,975,242,8,2,5,77.0,Yaxshi,low
247,STU-10247,student,Nodir,Umarov,Nodir Umarov,male,2011-12-15,15,+998912168283,@nodir_9263,124-son maktab,9,Mirzo Ulug'bek,22,MB-FLU-022,MB-FLU,1,114,208,Diyor Umarov,Ota,+998331881753,@diyor600,telegram,2026-02-02,950000,active,75,63,7,5,0,5,93.3,84.0,4,1,False,64,59,46,13,5,92.2,71.9,78.9,95,64,1949,1885,294,9,2,4,87.9,Yaxshi,low
248,STU-10248,student,Temur,Ismoilov,Temur Ismoilov,male,2009-07-25,17,+998934666003,@temur_7399,12-son maktab,11,Mirzo Ulug'bek,22,MB-FLU-022,MB-FLU,1,114,208,Rustam Ismoilov,Ota,+998937880807,@rustam465,sms,2026-02-02,950000,active,75,67,4,4,2,2,94.7,89.3,3,1,False,67,61,50,11,6,91.0,74.6,79.4,96,1665,2175,510,26,2,2,3,88.2,A'lo,low
249,STU-10249,student,Xurshid,Qodirov,Xurshid Qodirov,male,2009-03-14,17,+998948915977,@xurshid_9798,201-son maktab,11,Mirzo Ulug'bek,22,MB-FLU-022,MB-FLU,1,114,208,Yulduz Qodirova,Ona,+998779157896,@yulduz584,telegram,2026-02-02,950000,active,75,54,8,13,5,8,82.7,72.0,6,7,True,62,55,37,18,7,88.7,59.7,64.2,83,769,1389,620,152,4,4,6,78.0,Yaxshi,medium
250,STU-10250,student,Sherzod,Rustamov,Sherzod Rustamov,male,2011-07-04,15,+998881107575,@sherzod_782,178-son maktab,9,Olmazor,23,MB-FLU-023,MB-FLU,14,117,208,Aziza Rustamova,Ona,+998986905417,@aziza821,sms,2026-02-16,950000,active,70,58,3,9,6,3,87.1,82.9,4,5,True,62,55,42,13,7,88.7,67.7,69.5,96,484,1709,1225,228,9,5,4,81.4,Yaxshi,low
251,STU-10251,student,Behruz,Qurbonov,Behruz Qurbonov,male,2009-03-18,17,+998937753245,@behruz_3088,77-son maktab,11,Yunusobod,23,MB-FLU-023,MB-FLU,14,117,208,Ulug'bek Qurbonov,Ota,+998996479777,@ulugbek704,phone,2026-02-16,950000,active,70,57,6,7,2,5,90.0,81.4,6,1,False,60,58,48,10,2,96.7,80.0,76.8,97,858,1698,845,131,6,3,6,87.4,Yaxshi,low
252,STU-10252,student,Javohir,Nematov,Javohir Nematov,male,2008-08-16,18,+998882950369,@javohir_5549,64-son maktab,11,Sergeli,23,MB-FLU-023,MB-FLU,14,117,208,Ozoda Nematova,Ona,+998989924969,@ozoda910,telegram,2026-02-16,950000,active,70,51,8,11,4,7,84.3,72.9,6,5,True,58,39,26,13,19,67.2,44.8,63.9,84,921,1236,315,117,5,3,6,72.0,Qoniqarli,medium
253,STU-10253,student,Muhammadali,Rahimov,Muhammadali Rahimov,male,2009-07-03,17,+998991365053,@muhammadali_1340,45-son maktab,11,Yashnobod,23,MB-FLU-023,MB-FLU,14,117,208,Nafisa Rahimova,Ona,+998976576215,@nafisa394,sms,2026-02-16,950000,active,70,62,6,2,1,1,97.1,88.6,2,0,False,65,62,55,7,3,95.4,84.6,79.0,95,304,1959,1655,274,10,1,2,90.3,A'lo,low
254,STU-10254,student,Alisher,Mirzayev,Alisher Mirzayev,male,2009-04-08,17,+998938281880,@alisher_3261,7-son maktab,11,Uchtepa,23,MB-FLU-023,MB-FLU,14,117,208,Amirbek Mirzayev,Ota,+998912797024,@amirbek247,telegram,2026-02-16,950000,active,70,61,5,4,4,0,94.3,87.1,2,2,False,65,57,43,14,8,87.7,66.2,66.5,96,680,1580,900,173,7,5,2,82.6,Yaxshi,low
255,STU-10255,student,Mohira,Qurbonova,Mohira Qurbonova,female,2011-11-28,15,+998906499771,@mohira_2860,18-son maktab,9,Uchtepa,23,MB-FLU-023,MB-FLU,14,117,208,Alisher Qurbonova,Ota,+998902411066,@alisher157,phone,2026-02-16,950000,active,70,65,3,2,2,0,97.1,92.9,2,0,False,65,65,59,6,0,100.0,90.8,89.8,100,1570,2650,1080,29,2,1,2,95.4,A'lo,low
256,STU-10256,student,Nodir,Umarov,Nodir Umarov,male,2009-11-07,17,+998881410531,@nodir_2968,33-son maktab,11,Mirzo Ulug'bek,23,MB-FLU-023,MB-FLU,14,117,208,Dilnoza Umarova,Ona,+998987558206,@dilnoza518,telegram,2026-02-16,950000,active,70,61,1,8,0,8,88.6,87.1,7,1,False,57,52,42,10,5,91.2,73.7,77.0,93,1013,1753,740,99,4,1,7,85.3,Yaxshi,low
257,STU-10257,student,Nafisa,Bekmurodova,Nafisa Bekmurodova,female,2011-08-17,15,+998333474067,@nafisa_888,233-son maktab,9,Mirobod,23,MB-FLU-023,MB-FLU,14,117,208,Umar Bekmurodova,Ota,+998888365075,@umar123,telegram,2026-02-16,950000,active,70,55,9,6,3,3,91.4,78.6,5,1,False,62,57,42,15,5,91.9,67.7,68.3,91,1151,1586,435,83,3,2,5,83.5,Yaxshi,low
258,STU-10258,student,Nodir,Rustamov,Nodir Rustamov,male,2010-12-21,16,+998996599539,@nodir_7957,33-son maktab,10,Olmazor,23,MB-FLU-023,MB-FLU,14,117,208,Nurbek Rustamov,Ota,+998987947506,@nurbek822,phone,2026-02-16,950000,active,70,56,7,7,3,4,90.0,80.0,4,3,False,61,49,38,11,12,80.3,62.3,68.5,86,523,1483,960,213,8,6,4,79.6,Yaxshi,low
259,STU-10259,student,Madina,Xasanova,Madina Xasanova,female,2010-11-26,16,+998339199735,@madina_4607,12-son maktab,10,Uchtepa,23,MB-FLU-023,MB-FLU,14,117,208,Xurshid Xasanova,Ota,+998335400491,@xurshid920,telegram,2026-02-16,950000,active,70,67,1,2,1,1,97.1,95.7,2,0,False,64,63,60,3,1,98.4,93.8,90.5,100,2314,2769,455,5,1,1,2,95.2,A'lo,low
260,STU-10260,student,Otabek,Hamidov,Otabek Hamidov,male,2009-10-17,17,+998918304246,@otabek_7338,64-son maktab,11,Yunusobod,24,DA-SQL-024,DA-SQL,3,117,202,Munisa Hamidova,Ona,+998913241466,@munisa205,sms,2026-02-02,750000,active,52,47,3,2,1,1,96.2,90.4,2,0,False,47,43,38,5,4,91.5,80.9,79.3,100,714,1339,625,167,7,3,2,88.9,A'lo,low
261,STU-10261,student,Odina,Jalilova,Odina Jalilova,female,2011-01-16,15,+998339402367,@odina_8734,124-son maktab,9,Bektemir,24,DA-SQL-024,DA-SQL,3,117,202,Madina Jalilovaa,Ona,+998975662389,@madina900,telegram,2026-02-02,750000,active,52,45,4,3,1,2,94.2,86.5,3,0,False,47,40,33,7,7,85.1,70.2,79.2,90,757,1267,510,157,5,1,3,86.2,Yaxshi,low
262,STU-10262,student,Odina,Xasanova,Odina Xasanova,female,2008-11-28,18,+998971898035,@odina_9961,233-son maktab,11,Mirzo Ulug'bek,24,DA-SQL-024,DA-SQL,3,117,202,Mohira Xasanovaa,Ona,+998911777295,@mohira867,phone,2026-02-02,750000,active,52,26,5,21,7,14,59.6,50.0,6,15,True,34,20,10,10,14,58.8,29.4,52.9,75,499,564,70,224,8,6,6,57.0,Past,high
263,STU-10263,student,Farrux,Alimov,Farrux Alimov,male,2009-09-02,17,+998778868999,@farrux_1418,77-son maktab,11,Olmazor,24,DA-SQL-024,DA-SQL,3,117,202,Zarina Alimova,Ona,+998912372188,@zarina971,telegram,2026-02-02,750000,active,52,50,0,2,2,0,96.2,96.2,1,1,False,48,41,34,7,7,85.4,70.8,76.4,94,1385,1465,80,51,1,1,1,86.0,Yaxshi,low
264,STU-10264,student,Robiya,Sobirova,Robiya Sobirova,female,2010-11-27,16,+998945197413,@robiya_4352,7-son maktab,10,Yashnobod,24,DA-SQL-024,DA-SQL,3,117,202,Nodir Sobirova,Ota,+998983755560,@nodir267,phone,2026-02-02,750000,active,52,36,6,10,5,5,80.8,69.2,7,3,False,43,34,23,11,9,79.1,53.5,66.5,88,741,961,225,159,6,5,7,75.3,Yaxshi,medium
265,STU-10265,student,Bobur,Toshmatov,Bobur Toshmatov,male,2008-09-20,18,+998994892869,@bobur_7691,178-son maktab,11,Mirobod,24,DA-SQL-024,DA-SQL,3,117,202,Madina Toshmatova,Ona,+998998879429,@madina924,telegram,2026-02-02,750000,active,52,40,6,6,3,3,88.5,76.9,4,2,False,46,41,27,14,5,89.1,58.7,66.0,93,1033,1048,15,95,3,5,4,80.8,Yaxshi,low
266,STU-10266,student,Kamola,Xolmatova,Kamola Xolmatova,female,2011-09-11,15,+998919346402,@kamola_9756,89-son maktab,9,Mirzo Ulug'bek,24,DA-SQL-024,DA-SQL,3,117,202,Shahzoda Xolmatovaa,Ona,+998888878033,@shahzoda604,telegram,2026-02-02,750000,active,52,39,6,7,4,3,86.5,75.0,3,4,True,45,34,23,11,11,75.6,51.1,64.6,86,919,934,15,119,4,2,3,75.6,Yaxshi,low
267,STU-10267,student,Shohruh,Jalilov,Shohruh Jalilov,male,2008-02-05,18,+998906332449,@shohruh_3451,153-son maktab,11,Yunusobod,24,DA-SQL-024,DA-SQL,3,117,202,Muslima Jalilova,Ona,+998987459845,@muslima691,phone,2026-02-02,750000,active,52,44,3,5,4,1,90.4,84.6,5,0,False,47,44,40,4,3,93.6,85.1,80.3,100,1364,1369,5,58,2,1,5,87.8,Yaxshi,low
268,STU-10268,student,Akmal,Jalilov,Akmal Jalilov,male,2008-11-07,18,+998942080090,@akmal_6989,1-son maktab,11,Yashnobod,25,DA-SQL-025,DA-SQL,1,105,204,Akmal Jalilov,Ota,+998774194726,@akmal407,telegram,2026-02-02,750000,active,52,24,8,20,9,11,61.5,46.2,4,16,True,40,15,5,10,25,37.5,12.5,36.3,54,469,519,55,232,11,7,4,45.5,Past,high
269,STU-10269,student,Sanjar,Qodirov,Sanjar Qodirov,male,2010-11-04,16,+998915705846,@sanjar_5228,1-son maktab,10,Mirobod,25,DA-SQL-025,DA-SQL,1,105,204,Dilnoza Qodirova,Ona,+998771029782,@dilnoza372,telegram,2026-02-02,750000,active,52,24,9,19,10,9,63.5,46.2,10,9,True,39,14,3,11,25,35.9,7.7,36.4,51,481,526,45,229,10,5,10,45.7,Past,high
270,STU-10270,student,Husan,Sobirov,Husan Sobirov,male,2011-10-07,15,+998997795940,@husan_540,12-son maktab,9,Bektemir,25,DA-SQL-025,DA-SQL,1,105,204,Firdavs Sobirov,Ota,+998943040550,@firdavs373,telegram,2026-02-02,750000,active,52,41,6,5,2,3,90.4,78.8,4,1,False,45,38,29,9,7,84.4,64.4,67.7,90,868,1083,215,129,8,3,4,80.7,Yaxshi,low
271,STU-10271,student,Nargiza,Qodirova,Nargiza Qodirova,female,2009-09-05,17,+998983238038,@nargiza_5981,101-son maktab,11,Shayxontohur,25,DA-SQL-025,DA-SQL,1,105,204,Ozoda Qodirovaa,Ona,+998901913496,@ozoda537,sms,2026-02-02,750000,active,52,50,2,0,0,0,100.0,96.2,0,0,False,48,43,40,3,5,89.6,83.3,80.3,96,1023,1603,580,96,4,1,0,90.0,A'lo,low
272,STU-10272,student,Temur,Xolmatov,Temur Xolmatov,male,2010-03-04,16,+998331253646,@temur_1051,52-son maktab,10,Sergeli,25,DA-SQL-025,DA-SQL,1,105,204,Temur Xolmatov,Ota,+998332611762,@temur673,sms,2026-02-02,750000,active,52,48,1,3,1,2,94.2,92.3,3,0,False,46,42,37,5,4,91.3,80.4,81.2,100,659,1539,880,176,9,1,3,88.8,A'lo,low
273,STU-10273,student,Bekzod,Alimov,Bekzod Alimov,male,2009-04-25,17,+998908593801,@bekzod_8342,52-son maktab,11,Chilonzor,25,DA-SQL-025,DA-SQL,1,105,204,Sarvar Alimov,Ota,+998996629088,@sarvar587,telegram,2026-02-02,750000,active,52,43,5,4,0,4,92.3,82.7,3,1,False,44,40,33,7,4,90.9,75.0,79.5,100,402,1367,970,249,12,1,3,87.4,Yaxshi,low
274,STU-10274,student,Nodir,Umarov,Nodir Umarov,male,2011-05-03,15,+998885100076,@nodir_2634,33-son maktab,9,Shayxontohur,25,DA-SQL-025,DA-SQL,1,105,204,Laylo Umarova,Ona,+998982322707,@laylo533,telegram,2026-02-02,750000,active,52,45,4,3,0,3,94.2,86.5,3,0,False,45,43,42,1,2,95.6,93.3,90.5,100,1703,1793,95,20,1,0,3,93.3,A'lo,low
275,STU-10275,student,Shohruh,Qurbonov,Shohruh Qurbonov,male,2010-10-02,16,+998919739495,@shohruh_3233,201-son maktab,10,Sergeli,25,DA-SQL-025,DA-SQL,1,105,204,Dilnoza Qurbonova,Ona,+998905779974,@dilnoza619,telegram,2026-02-02,750000,active,52,47,4,1,0,1,98.1,90.4,1,0,False,47,46,42,4,1,97.9,89.4,81.4,98,951,1486,535,108,6,1,1,92.2,A'lo,low
276,STU-10276,student,Sanjar,Qurbonov,Sanjar Qurbonov,male,2009-11-15,17,+998992473213,@sanjar_8884,77-son maktab,11,Olmazor,25,DA-SQL-025,DA-SQL,1,105,204,Islom Qurbonov,Ota,+998904736705,@islom777,sms,2026-02-02,750000,active,52,48,2,2,1,1,96.2,92.3,2,0,False,47,46,45,1,1,97.9,95.7,90.0,100,1472,1897,425,38,2,1,2,94.5,A'lo,low
277,STU-10277,student,Diyor,Ochilov,Diyor Ochilov,male,2010-01-13,16,+998945414711,@diyor_1736,110-son maktab,10,Mirobod,25,DA-SQL-025,DA-SQL,1,105,204,Munisa Ochilova,Ona,+998913612738,@munisa186,telegram,2026-02-02,750000,active,52,51,0,1,0,1,98.1,98.1,0,1,False,48,46,40,6,2,95.8,83.3,88.5,99,1365,2070,705,57,3,1,0,94.0,A'lo,low
278,STU-10278,student,Kamola,Umarova,Kamola Umarova,female,2011-11-16,15,+998993131622,@kamola_512,33-son maktab,9,Bektemir,25,DA-SQL-025,DA-SQL,1,105,204,Nozima Umarovaa,Ona,+998778944234,@nozima229,phone,2026-02-02,750000,active,52,50,1,1,0,1,98.1,96.2,1,0,False,47,45,43,2,2,95.7,91.5,91.2,100,981,2186,1205,104,5,2,1,95.0,A'lo,low
279,STU-10279,student,Aziza,Yusupova,Aziza Yusupova,female,2011-02-26,15,+998987822431,@aziza_4637,33-son maktab,9,Uchtepa,25,DA-SQL-025,DA-SQL,1,105,204,Sevara Yusupovaa,Ona,+998945500529,@sevara456,phone,2026-02-02,750000,active,52,43,2,7,2,5,86.5,82.7,3,4,True,44,35,24,11,9,79.5,54.5,64.7,85,925,1070,145,115,7,4,3,76.8,Yaxshi,low
280,STU-10280,student,Alisher,Ergashev,Alisher Ergashev,male,2008-04-21,18,+998906932935,@alisher_1479,77-son maktab,11,Bektemir,26,DA-SQL-026,DA-SQL,11,109,209,Muhammadali Ergashev,Ota,+998917385213,@muhammadali194,phone,2026-02-02,750000,active,47,46,1,0,0,0,100.0,97.9,0,0,False,44,44,43,1,0,100.0,97.7,90.4,100,507,1907,1400,220,11,2,0,96.6,A'lo,low
281,STU-10281,student,Umar,Umarov,Umar Umarov,male,2009-09-07,17,+998333159009,@umar_8355,1-son maktab,11,Sergeli,26,DA-SQL-026,DA-SQL,11,109,209,Aziza Umarova,Ona,+998937269651,@aziza463,phone,2026-02-02,750000,active,47,38,4,5,4,1,89.4,80.9,3,2,False,43,33,21,12,10,76.7,48.8,64.8,91,808,1013,205,143,7,6,3,77.0,Yaxshi,low
282,STU-10282,student,Nodir,Yusupov,Nodir Yusupov,male,2009-05-04,17,+998977744902,@nodir_621,64-son maktab,11,Uchtepa,26,DA-SQL-026,DA-SQL,11,109,209,Laylo Yusupova,Ona,+998338991842,@laylo354,sms,2026-02-02,750000,active,47,36,5,6,3,3,87.2,76.6,2,4,True,41,33,27,6,8,80.5,65.9,70.5,95,297,992,695,278,15,6,2,79.3,Yaxshi,low
283,STU-10283,student,Sanjar,Shodmonov,Sanjar Shodmonov,male,2009-12-10,17,+998995291772,@sanjar_6103,1-son maktab,11,Shayxontohur,26,DA-SQL-026,DA-SQL,11,109,209,Ozoda Shodmonova,Ona,+998984479179,@ozoda945,phone,2026-02-02,750000,active,47,26,8,13,5,8,72.3,55.3,2,11,True,36,13,2,11,23,36.1,5.6,37.9,69,457,497,40,239,13,5,2,49.4,Past,high
284,STU-10284,student,Ravshan,Jalilov,Ravshan Jalilov,male,2008-01-14,18,+998939181620,@ravshan_1772,101-son maktab,11,Yashnobod,26,DA-SQL-026,DA-SQL,11,109,209,Nafisa Jalilova,Ona,+998986652485,@nafisa583,telegram,2026-02-02,750000,active,47,37,5,5,2,3,89.4,78.7,4,1,False,41,30,20,10,11,73.2,48.8,65.1,84,654,969,315,177,8,5,4,76.0,Yaxshi,low
285,STU-10285,student,Elyor,Yusupov,Elyor Yusupov,male,2010-06-28,16,+998933647412,@elyor_5870,64-son maktab,10,Chilonzor,26,DA-SQL-026,DA-SQL,11,109,209,Dilfuza Yusupova,Ona,+998978067034,@dilfuza259,telegram,2026-02-02,750000,active,47,45,1,1,1,0,97.9,95.7,1,0,False,44,44,42,2,0,100.0,95.5,91.2,100,1222,1922,700,72,4,1,1,96.2,A'lo,low
286,STU-10286,student,Dilfuza,Alimova,Dilfuza Alimova,female,2009-01-28,17,+998915556914,@dilfuza_7301,201-son maktab,11,Sergeli,26,DA-SQL-026,DA-SQL,11,109,209,Aziz Alimova,Ota,+998994226287,@aziz255,telegram,2026-02-02,750000,active,47,36,4,7,4,3,85.1,76.6,4,3,False,42,34,21,13,8,81.0,50.0,64.0,85,474,939,465,231,12,5,4,76.5,Yaxshi,low
287,STU-10287,student,Kamola,Rahimova,Kamola Rahimova,female,2008-07-06,18,+998904161175,@kamola_3489,1-son maktab,11,Bektemir,26,DA-SQL-026,DA-SQL,11,109,209,Nafisa Rahimovaa,Ona,+998982913771,@nafisa879,telegram,2026-02-02,750000,active,47,40,2,5,3,2,89.4,85.1,5,0,False,42,40,36,4,2,95.2,85.7,81.1,95,1314,1324,10,62,3,1,5,88.2,A'lo,low
288,STU-10288,student,Robiya,Jo'rayeva,Robiya Jo'rayeva,female,2009-02-07,17,+998332510067,@robiya_8456,153-son maktab,11,Yunusobod,26,DA-SQL-026,DA-SQL,11,109,209,Firdavs Jo'rayeva,Ota,+998776402291,@firdavs224,telegram,2026-02-02,750000,active,47,38,2,7,5,2,85.1,80.9,5,2,False,42,28,17,11,14,66.7,40.5,65.3,87,612,902,290,187,10,2,5,72.7,Qoniqarli,medium
289,STU-10289,student,Umar,Saidov,Umar Saidov,male,2008-06-01,18,+998775035983,@umar_6280,7-son maktab,11,Mirobod,26,DA-SQL-026,DA-SQL,11,109,209,Jasur Saidov,Ota,+998995032886,@jasur769,sms,2026-02-02,750000,active,47,39,5,3,2,1,93.6,83.0,2,1,False,43,42,38,4,1,97.7,88.4,79.4,94,1189,1194,5,75,5,3,2,89.9,A'lo,low
290,STU-10290,student,Nafisa,Saidova,Nafisa Saidova,female,2009-08-25,17,+998938877083,@nafisa_9084,110-son maktab,11,Mirzo Ulug'bek,26,DA-SQL-026,DA-SQL,11,109,209,Gulbahor Saidovaa,Ona,+998907380659,@gulbahor573,phone,2026-02-02,750000,active,47,37,5,5,2,3,89.4,78.7,2,3,False,41,31,21,10,10,75.6,51.2,65.7,94,308,923,615,273,14,3,2,77.0,Yaxshi,low
291,STU-10291,student,Dilnoza,Tursunova,Dilnoza Tursunova,female,2008-02-10,18,+998908257634,@dilnoza_6823,201-son maktab,11,Uchtepa,26,DA-SQL-026,DA-SQL,11,109,209,Dilfuza Tursunovaa,Ona,+998902132080,@dilfuza195,telegram,2026-02-02,750000,active,47,37,6,4,1,3,91.5,78.7,4,0,False,41,39,35,4,2,95.1,85.4,79.7,96,836,1231,395,132,6,2,4,88.4,A'lo,low
292,STU-10292,student,Sherzod,Jalilov,Sherzod Jalilov,male,2010-02-17,16,+998985596365,@sherzod_4752,12-son maktab,10,Bektemir,26,DA-SQL-026,DA-SQL,11,109,209,Dilnoza Jalilova,Ona,+998974515111,@dilnoza325,sms,2026-02-02,750000,active,47,39,2,6,3,3,87.2,83.0,5,1,False,41,35,30,5,6,85.4,73.2,79.5,94,644,1109,465,178,9,2,5,84.0,Yaxshi,low
293,STU-10293,student,Ozoda,Qodirova,Ozoda Qodirova,female,2009-11-18,17,+998984728772,@ozoda_6686,1-son maktab,11,Mirzo Ulug'bek,26,DA-SQL-026,DA-SQL,11,109,209,Gulnora Qodirovaa,Ona,+998916681119,@gulnora265,sms,2026-02-02,750000,active,47,45,2,0,0,0,100.0,95.7,0,0,False,44,42,39,3,2,95.5,88.6,91.2,100,1413,1743,330,46,2,2,0,95.6,A'lo,low
294,STU-10294,student,Madina,Shodmonova,Madina Shodmonova,female,2009-07-09,17,+998946381120,@madina_6677,7-son maktab,11,Uchtepa,26,DA-SQL-026,DA-SQL,11,109,209,Nodir Shodmonova,Ota,+998937290506,@nodir934,telegram,2026-02-02,750000,active,47,44,0,3,3,0,93.6,93.6,3,0,False,44,43,42,1,1,97.7,95.5,91.8,100,1842,1842,0,15,1,0,3,94.2,A'lo,low
